artist_name,artist_id,first_added,first_song,first_album,first_album_type,last_added,last_song,last_album,last_album_type,main_songs_count,featured_songs_count,liked_songs_count,genres_count
J. Cole,6l3HvQ5sa6mXTsMTB19rO5,2019-06-13 02:23:44+00:00,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",1-888-88-DREAM,single,2023-12-19 01:54:36+00:00,Home Alone (with J. Cole),We Only Talk About Real Shit When We're Fucked Up,album,47,43,90,0
Alan Walker,7vk5e3vY1uw9plTHJAMwjN,2019-12-06 06:01:31+00:00,All Falls Down (feat. Juliander),Different World,album,2023-12-19 01:52:29+00:00,"Fire! (feat. YUQI ((G)I-DLE), JVKE)","Fire! (feat. YUQI ((G)I-DLE), JVKE)",single,4,0,4,0
YUQI,22aCD8IrQZjcPgZw728QT6,2023-12-19 01:52:29+00:00,"Fire! (feat. YUQI ((G)I-DLE), JVKE)","Fire! (feat. YUQI ((G)I-DLE), JVKE)",single,2023-12-19 01:52:29+00:00,"Fire! (feat. YUQI ((G)I-DLE), JVKE)","Fire! (feat. YUQI ((G)I-DLE), JVKE)",single,0,1,1,0
JVKE,164Uj4eKjl6zTBKfJLFKKK,2021-11-19 05:39:25+00:00,anxiety.,anxiety.,single,2023-12-19 01:52:29+00:00,"Fire! (feat. YUQI ((G)I-DLE), JVKE)","Fire! (feat. YUQI ((G)I-DLE), JVKE)",single,4,4,8,0
(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,2023-12-19 01:52:29+00:00,"Fire! (feat. YUQI ((G)I-DLE), JVKE)","Fire! (feat. YUQI ((G)I-DLE), JVKE)",single,2023-12-19 01:52:29+00:00,"Fire! (feat. YUQI ((G)I-DLE), JVKE)","Fire! (feat. YUQI ((G)I-DLE), JVKE)",single,0,1,1,0
6LACK,4IVAbR2w4JJNJDDRFP3E83,2018-11-04 22:45:57+00:00,Climax (feat. 6lack),On the Run,single,2023-12-18 05:01:10+00:00,Outside,Outside (Cait's Version),single,73,90,163,0
Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,2018-07-20 18:58:32+00:00,All Girls Are The Same,Goodbye & Good Riddance,album,2023-12-16 21:00:14+00:00,Lace It (with Eminem & benny blanco),Lace It (with Eminem & benny blanco),single,229,63,292,0
Eminem,7dGJo4pcD2V6oG8kP0tJRR,2019-05-03 04:03:13+00:00,Homicide,Homicide,single,2023-12-16 21:00:14+00:00,Lace It (with Eminem & benny blanco),Lace It (with Eminem & benny blanco),single,41,16,57,0
benny blanco,5CiGnKThu5ctn9pBxv7DGa,2019-01-02 06:41:37+00:00,Roses (with Juice WRLD feat. Brendon Urie),Roses (with Juice WRLD feat. Brendon Urie),single,2023-12-16 21:00:14+00:00,Lace It (with Eminem & benny blanco),Lace It (with Eminem & benny blanco),single,16,7,23,0
Eladio Carrion,5XJDexmWFLWOkjOEjOVX3e,2019-08-09 04:16:41+00:00,Kemba Walker,Kemba Walker,single,2023-12-16 04:56:01+00:00,TQMQA,TQMQA,single,101,24,125,0
Bad Bunny,4q3ewBCX7sLwd24euuV69X,2018-06-06 19:53:22+00:00,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",Diles,single,2023-12-16 04:53:34+00:00,CYBERTRUCK,nadie sabe lo que va a pasar mañana,album,121,68,189,0
A$AP Twelvyy,0tPjSrb43a58uznKru1k2P,2021-11-01 18:39:05+00:00,Trilla (feat. A$AP Nast & A$AP Twelvyy),LIVE.LOVE.A$AP,album,2023-12-15 18:14:05+00:00,Yams Day,Kid$ Gotta Eat Da Deluxe,album,1,1,2,0
A$AP ANT,45m1IiS45uD1HcPlYkNWKj,2020-06-04 17:36:52+00:00,"Blowin' Minds (Skateboard) (feat. A$AP Rocky, A$AP Nast, A$AP Ant, Chief Keef & Playboi Carti)",Cozy Tapes Vol. 2: Too Cozy,album,2023-12-15 18:14:05+00:00,Yams Day,Kid$ Gotta Eat Da Deluxe,album,1,2,3,0
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,2019-04-26 10:12:53+00:00,Too Many Gods,For The Throne (Music Inspired by the HBO Series Game of Thrones),album,2023-12-15 18:14:05+00:00,Yams Day,Kid$ Gotta Eat Da Deluxe,album,42,36,78,0
A$AP Ferg,5dHt1vcEm9qb8fCyLcB3HL,2019-08-01 21:24:20+00:00,Westbrook (with A$AP Ferg),DiCaprio 2,album,2023-12-15 18:14:05+00:00,Yams Day,Kid$ Gotta Eat Da Deluxe,album,4,8,12,0
ARDN,5jxe5kzLkm5ICEy03BcLwo,2023-12-15 18:11:18+00:00,SHINE (with SiR),SHINE (with SiR),single,2023-12-15 18:11:18+00:00,SHINE (with SiR),SHINE (with SiR),single,1,0,1,0
SiR,3QTDHixorJelOLxoxcjqGx,2019-08-09 04:18:21+00:00,Hair Down (feat. Kendrick Lamar),Hair Down (feat. Kendrick Lamar),single,2023-12-15 18:11:18+00:00,SHINE (with SiR),SHINE (with SiR),single,6,4,10,0
ericdoa,4hR6Bm9YYtktXzjmKhb1Cn,2020-12-27 04:03:44+00:00,Grinding My Teeth,Public Target,album,2023-12-15 18:08:29+00:00,sweet tooth,sweet tooth,single,26,16,42,0
Nick Mono,4HyoBuDGnR8bp6TTrrVZ9q,2023-12-15 18:08:22+00:00,Let Me Fall,Let Me Fall,single,2023-12-15 18:08:22+00:00,Let Me Fall,Let Me Fall,single,1,0,1,0
Chris Grey,0F3maSKfGGVtfATaAyeyPG,2023-12-15 18:04:25+00:00,US AGAINST THE WORLD,CHAPTER III: ALWAYS,single,2023-12-15 18:04:25+00:00,US AGAINST THE WORLD,CHAPTER III: ALWAYS,single,1,0,1,0
SERA,3Anj5rCWtYTgRvV7pdq6GE,2023-12-15 18:03:03+00:00,I Can’t Be The Only One,I Can’t Be The Only One,single,2023-12-15 18:03:03+00:00,I Can’t Be The Only One,I Can’t Be The Only One,single,1,0,1,0
YouNotUs,67ghKnycRX6VM1xfqJSMlH,2023-12-15 18:03:03+00:00,I Can’t Be The Only One,I Can’t Be The Only One,single,2023-12-15 18:03:03+00:00,I Can’t Be The Only One,I Can’t Be The Only One,single,0,1,1,0
Beyoncé,6vWDO969PvNqNYHIOW5v0m,2019-04-24 02:12:12+00:00,Sorry,Lemonade,album,2023-12-15 05:13:58+00:00,Grown Woman,Grown Woman,single,33,7,40,0
Monica,6nzxy2wXs6tLgzEtqOkEi2,2020-09-04 04:02:26+00:00,Trenches,Trenches,single,2023-12-15 05:11:41+00:00,Love Me Enough (feat. Monica & Keyshia Cole),Pink Friday 2 (Gag City Deluxe),album,1,1,2,0
Keyshia Cole,1vfezMIyCr4XUdYRaKIKi3,2019-12-27 16:24:47+00:00,All Me (feat. Keyshia Cole),All Me (feat. Keyshia Cole),single,2023-12-15 05:11:41+00:00,Love Me Enough (feat. Monica & Keyshia Cole),Pink Friday 2 (Gag City Deluxe),album,1,2,3,0
Reneé Rapp,2hUYKu1x0UZQXvzCmggvSn,2023-12-15 05:10:30+00:00,Not My Fault (with Megan Thee Stallion),Not My Fault (with Megan Thee Stallion),single,2023-12-15 05:10:30+00:00,Not My Fault (with Megan Thee Stallion),Not My Fault (with Megan Thee Stallion),single,1,0,1,0
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,2019-06-02 19:23:46+00:00,Shotta (feat. Megan Thee Stallion),Sli'merre,album,2023-12-15 05:10:30+00:00,Not My Fault (with Megan Thee Stallion),Not My Fault (with Megan Thee Stallion),single,7,13,20,0
Kalan.FrFr,47TMF0JlFsz01KilGzc5Ly,2022-02-18 05:07:12+00:00,Let Me Know (feat. Kalan.FrFr),GEEZYWORLD (Deluxe),album,2023-12-12 06:06:07+00:00,AIN’T NOTHIN,NOT HARD 2 UNDERSTAND,single,2,1,3,0
Fireboy DML,75VKfyoBlkmrJFDqo1o2VY,2022-03-11 05:03:03+00:00,Beauty In The Madness,Beauty In The Madness,single,2023-12-12 06:03:28+00:00,Outside (feat. Blaqbonez),Outside / Obaa Sima,single,4,1,5,0
Blaqbonez,12kjvw4e3gLp6qVHO65n7W,2023-12-12 06:03:28+00:00,Outside (feat. Blaqbonez),Outside / Obaa Sima,single,2023-12-12 06:03:28+00:00,Outside (feat. Blaqbonez),Outside / Obaa Sima,single,0,1,1,0
Channel Tres,4cUkGQyhLFqKHBtL58HYVp,2022-06-25 00:06:26+00:00,hollaback bitch (with Shygirl & Channel Tres),hollaback bitch (with Shygirl & Channel Tres),single,2023-12-12 06:02:30+00:00,Walked In The Room,Walked In The Room,single,1,1,2,0
Nessa Barrett,7pwufEBGfggjoI8twqlsmQ,2020-07-31 04:06:45+00:00,Pain,Pain,single,2023-12-12 06:01:58+00:00,girl in new york,girl in new york,single,14,1,15,0
Drake,3TVXtAsR1Inumwj472S9r4,2017-05-07 06:55:21+00:00,No Frauds,No Frauds,single,2023-12-12 05:57:30+00:00,Needle (feat. Drake),Pink Friday 2,album,217,65,282,0
Mereba,294lNTPZfdqyzt8qnxmFiL,2019-08-01 21:25:52+00:00,All Bad,The Never Story,album,2023-12-11 19:12:23+00:00,Rider,AZEB - EP,single,7,13,20,0
Papi Sousa,0zcP8lCmLxqRRIZJPSq8i7,2020-01-14 14:02:44+00:00,Mienteme - Remix,Mienteme (Remix),single,2023-12-09 05:37:16+00:00,1% - Remix,1% (Remix),single,3,0,3,0
Alvaro Diaz,5J7rXWjtn5HzUkJ4Jet8Fr,2020-01-14 14:02:44+00:00,Mienteme - Remix,Mienteme (Remix),single,2023-12-09 05:37:16+00:00,1% - Remix,1% (Remix),single,26,10,36,0
Lyanno,1Ts9of7VPZElwPQnqnDSfW,2019-08-01 21:23:59+00:00,Vuelva A Ver - Remix,Climaxxx,album,2023-12-09 05:37:16+00:00,1% - Remix,1% (Remix),single,10,25,35,0
Pharrell Williams,2RdwBSPQiwcmiDo9kixcl8,2019-02-06 04:16:50+00:00,Neon Guts (feat. Pharrell Williams),Luv Is Rage 2 (Deluxe),album,2023-12-09 04:08:39+00:00,RIOT (Rowdy Pipe'n),RIOT (Rowdy Pipe'n),single,4,23,27,0
Eris Ford,1zZDuiPTuQzsbXPj4N58G4,2023-12-08 05:10:33+00:00,Carry Me,Carry Me,single,2023-12-08 05:10:33+00:00,Carry Me,Carry Me,single,1,0,1,0
Frex,2sjktXSuCqEU42XUox2oXr,2023-12-08 05:10:17+00:00,Used To (feat. Jordan Ward),Used To,single,2023-12-08 05:10:17+00:00,Used To (feat. Jordan Ward),Used To,single,1,0,1,0
Jordan Ward,3DGlTwdM5Dim9XQipb3jMf,2023-08-05 20:32:36+00:00,MUSTARD (WITH 6LACK),MUSTARD (WITH 6LACK),single,2023-12-08 05:10:17+00:00,Used To (feat. Jordan Ward),Used To,single,13,1,14,0
Nicholas Craven,2RBojylM3CJMcaQzNoXOzB,2023-12-08 05:09:53+00:00,No Pun Intended,No Pun Intended,single,2023-12-08 05:09:53+00:00,No Pun Intended,No Pun Intended,single,1,0,1,0
Boldy James,4fpwOzxFRMVGfd197dKIdY,2020-09-04 18:38:56+00:00,"Friday Night Cypher (feat. Tee Grizzley, Kash Doll, Cash Kidd, Payroll, 42 Dugg, Boldy James, Drego, Sada Baby, Royce Da 5'9"", and Eminem)",Detroit 2,album,2023-12-08 05:09:53+00:00,No Pun Intended,No Pun Intended,single,1,3,4,0
K CAMP,5bgfj5zUoWpyeVatGDjn6H,2020-03-20 05:13:50+00:00,"Black Men Don’t Cheat (feat. Ari Lennox, 6LACK & Tink)","Black Men Don’t Cheat (feat. Ari Lennox, 6LACK & Tink)",single,2023-12-08 05:09:51+00:00,Spend That Bag,Spend That Bag,single,6,0,6,0
SleazyWorld Go,7FOQfJbC3e4GNoheojERnF,2023-12-08 05:09:51+00:00,Spend That Bag,Spend That Bag,single,2023-12-08 05:09:51+00:00,Spend That Bag,Spend That Bag,single,0,1,1,0
Duki,1bAftSH8umNcGZ0uyV7LMg,2019-11-02 04:07:18+00:00,"Tengo 30 (feat. Duki, Cazzu, Neo Pistea & Tali Goya)","Tengo 30 (feat. Duki, Cazzu, Neo Pistea & Tali Goya)",single,2023-12-08 05:09:45+00:00,CALL ME MAYBE,CALL ME MAYBE,single,40,37,77,0
Felly,2848adRcxvgWNRcz1g1tQD,2021-09-10 22:43:35+00:00,GPS (w/ Felly),GPS (w/ Felly),single,2023-12-08 05:09:13+00:00,Whatever Comes My Way,"I had a beautiful time, now I have to leave",single,3,1,4,0
YOVNGCHIMI,4aSlfXDn9R60UlbZEboBUy,2022-11-06 22:29:28+00:00,MODELITO,PARAÍSO,album,2023-12-08 05:08:59+00:00,Bandida Fina (with Ozuna),WLGS,album,1,3,4,0
Ozuna,1i8SpTcr7yvPOmcqrbnVXY,2018-03-19 04:06:36+00:00,Ahora Dice - Real Hasta La Muerte Remix,Ahora Dice (Real Hasta La Muerte Remix),single,2023-12-08 05:08:59+00:00,Bandida Fina (with Ozuna),WLGS,album,108,74,182,0
Kenny Mason,4mwdnO2jZrMmMVrjcHsZBv,2020-08-07 04:07:35+00:00,Cereal (feat. Kenny Mason),Cereal (feat. Kenny Mason),single,2023-12-08 05:08:43+00:00,FACTS,HIGHWAY 9,single,7,9,16,0
Tiny Meat Gang,072QZuLtCqlAesYnOGY7lN,2019-08-05 00:31:42+00:00,short kings anthem,short kings anthem,single,2023-12-08 05:08:34+00:00,Washed (feat. bbno$),Washed (feat. bbno$),single,1,1,2,0
bbno$,41X1TR6hrK8Q2ZCpp2EqCz,2022-08-20 21:25:03+00:00,sophisticated,sophisticated,single,2023-12-08 05:08:34+00:00,Washed (feat. bbno$),Washed (feat. bbno$),single,2,2,4,0
J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,2017-06-09 10:46:28+00:00,Sigo Extrañándote,Energía,album,2023-12-08 05:08:17+00:00,Amigos,Amigos,single,58,50,108,0
gavn!,2pQzh5cuuqpDErGZNaOULd,2020-07-29 19:21:07+00:00,stars,stars,single,2023-12-08 05:08:09+00:00,vices,roots,single,3,1,4,0
Griff,5RJFJWYgtgWktosLrUDzff,2021-05-28 04:13:32+00:00,One Foot in Front of the Other,One Foot in Front of the Other,single,2023-12-08 05:07:43+00:00,Astronaut,Astronaut,single,5,0,5,0
Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,2018-12-08 03:04:16+00:00,If I Killed Someone For You,Narrated For You,album,2023-12-08 05:07:37+00:00,I Sent My Therapist To Therapy,I Sent My Therapist To Therapy,single,13,1,14,0
Libianca,7kjSuFGKhLm8b5qXoMhRkJ,2023-12-08 05:07:31+00:00,Mistaken,Walk Away,single,2023-12-08 05:07:31+00:00,Mistaken,Walk Away,single,1,0,1,0
Oxlade,3WTrdbZU99dgTtt3ZkyamT,2022-11-26 18:26:16+00:00,Bad Boy (feat. Mayorkun),Bad Boy (feat. Mayorkun),single,2023-12-08 05:07:31+00:00,Mistaken,Walk Away,single,2,1,3,0
Chlöe,1FtBEIWAwvw5ymBen5GICR,2022-03-08 03:41:31+00:00,you & me,DS4EVER,album,2023-12-08 05:07:31+00:00,Mistaken,Walk Away,single,13,4,17,0
Tems,687cZJR45JO7jhk1LHIbgq,2020-04-23 04:21:10+00:00,Know Your Worth (feat. Davido & Tems),Know Your Worth (feat. Davido & Tems),single,2023-12-08 05:07:20+00:00,Not An Angel,Not An Angel,single,15,6,21,0
Jack Harlow,2LIk90788K0zvyj2JJVwkJ,2020-03-13 16:28:20+00:00,I WANNA SEE SOME ASS (feat. jetsonmade),Sweet Action,album,2023-12-08 05:05:09+00:00,Stop Giving Me Advice (with Jack Harlow & Dave),Stop Giving Me Advice,single,43,11,54,0
Dave,6Ip8FS7vWT1uKkJSweANQK,2019-09-10 23:32:46+00:00,Nothing On You (feat. Paulo Londra & Dave),No.6 Collaborations Project,album,2023-12-08 05:05:09+00:00,Stop Giving Me Advice (with Jack Harlow & Dave),Stop Giving Me Advice,single,9,3,12,0
Fred again..,4oLeXFyACqeem2VImYeBFe,2021-01-29 05:12:36+00:00,Don't Judge Me,Don't Judge Me,single,2023-12-08 05:01:24+00:00,leavemealone,leavemealone,single,8,3,11,0
Swae Lee,1zNqQNIdeOUZHb8zbZRFMX,2018-09-19 02:28:49+00:00,Betty Boop,Betty Boop,single,2023-12-08 05:01:20+00:00,Airplane Tickets,Airplane Tickets,single,6,81,87,0
Rauw Alejandro,1mcTU81TzQhprhouKaTkpq,2019-08-01 21:23:59+00:00,Vuelva A Ver - Remix,Climaxxx,album,2023-12-08 05:01:20+00:00,Airplane Tickets,Airplane Tickets,single,90,70,160,0
Don Toliver,4Gso3d4CscCijv0lmajZWs,2019-11-18 04:26:49+00:00,No Idea,No Idea,single,2023-12-06 22:05:04+00:00,Temporary (feat. Don Toliver),Since I Have A Lover,album,67,43,110,0
Erick the Architect,2mQLwfvZtvtTbipKn3xHmK,2020-08-07 04:16:21+00:00,Afterlife,Afterlife,single,2023-12-05 04:53:40+00:00,Shook Up,Shook Up,single,1,5,6,0
FARR,0eHwH1Ze2lRt6KOGw1T3rq,2023-12-05 04:53:40+00:00,Shook Up,Shook Up,single,2023-12-05 04:53:40+00:00,Shook Up,Shook Up,single,0,1,1,0
Declan McKenna,2D4FOOOtWycb3Aw9nY5n3c,2020-09-04 04:12:27+00:00,Rapture,Zeros,album,2023-12-05 04:53:36+00:00,Elevator Hum,Elevator Hum,single,3,0,3,0
Wisin,3E6xrwgnVfYCrCs0ePERDz,2018-04-13 18:15:10+00:00,Me Niego (feat. Ozuna & Wisin),Me Niego (feat. Ozuna & Wisin),single,2023-12-05 04:53:23+00:00,Señorita,Señorita,single,9,27,36,0
Lyn Lapid,4pfy05cNNTacuOQ6SiSu4v,2021-09-28 04:53:15+00:00,In My Mind,In My Mind,single,2023-12-05 04:53:14+00:00,july,to love in the 21st century: the epilogue,album,13,0,13,0
iñigo quintero,0jbo7KFNMiIkfBR6ih0yhm,2023-12-05 04:53:12+00:00,Lo Que Queda de Mí,Lo Que Queda de Mí,single,2023-12-05 04:53:12+00:00,Lo Que Queda de Mí,Lo Que Queda de Mí,single,1,0,1,0
Kenya Grace,7uMDnSZyUYNBPLhPMNuaM2,2023-10-10 17:38:58+00:00,Only In My Mind,Only In My Mind,single,2023-12-05 04:48:41+00:00,Paris,Paris,single,2,0,2,0
Feid,2LRoIwlKmHjgvigdNGBHNo,2019-08-01 21:23:59+00:00,Cuaderno,Climaxxx,album,2023-12-01 05:30:28+00:00,LA VUELTA,FERXXOCALIPSIS,album,53,38,91,0
Mañas Ru-Fino,78rkeQAvjl85yNyLAqEMVe,2023-12-01 05:30:28+00:00,LA VUELTA,FERXXOCALIPSIS,album,2023-12-01 05:30:28+00:00,LA VUELTA,FERXXOCALIPSIS,album,0,1,1,0
KAYTRANADA,6qgnBH6iDM91ipVXv28OMu,2021-11-19 05:19:55+00:00,Intimidated (feat. H.E.R.),Intimidated,single,2023-12-01 05:26:07+00:00,Lover/Friend,Lover/Friend,album,4,13,17,0
Rochelle Jordan,3MM3uKNdJbvefUael12dl3,2023-12-01 05:26:07+00:00,Lover/Friend,Lover/Friend,album,2023-12-01 05:26:07+00:00,Lover/Friend,Lover/Friend,album,0,1,1,0
Dei V,2YRyPiW98bpkARAS4B3OQP,2023-08-13 11:48:25+00:00,GATITA GANGSTER,MAÑANA SERÁ BONITO (BICHOTA SEASON),album,2023-11-30 09:23:12+00:00,en guerra,en guerra,single,0,3,3,0
Sech,77ziqFxp5gaInVrF2lj4ht,2019-05-17 04:07:06+00:00,Instinto Natural (feat. Sech),11:11,album,2023-11-30 07:47:42+00:00,Miura P400,El Bloke Hills,album,45,51,96,0
Paramore,74XFHRwlV6OrjEM0A2NCMF,2020-05-20 06:10:38+00:00,Misery Business,Riot!,album,2023-11-30 02:16:04+00:00,Where the Lines Overlap,Brand New Eyes,album,33,0,33,0
Victony,1E5hfn5BduN2nnoZCJmUVG,2023-09-30 18:38:11+00:00,Jaga Jaga (with Babyboy AV),Jaga Jaga (with Babyboy AV),single,2023-11-28 22:52:19+00:00,OHEMA (with Crayon & Bella Shmurda),OHEMA (with Crayon & Bella Shmurda),single,2,0,2,0
Crayon,3Uv5hfyuC7TkLsQ6p4ikSb,2023-11-28 22:52:19+00:00,OHEMA (with Crayon & Bella Shmurda),OHEMA (with Crayon & Bella Shmurda),single,2023-11-28 22:52:19+00:00,OHEMA (with Crayon & Bella Shmurda),OHEMA (with Crayon & Bella Shmurda),single,0,1,1,0
Bella Shmurda,7kK5badbqOjd8WlT2XWMeM,2023-11-28 22:52:19+00:00,OHEMA (with Crayon & Bella Shmurda),OHEMA (with Crayon & Bella Shmurda),single,2023-11-28 22:52:19+00:00,OHEMA (with Crayon & Bella Shmurda),OHEMA (with Crayon & Bella Shmurda),single,0,1,1,0
Rels B,2IMZYfNi21MGqxopj9fWx8,2020-04-10 04:02:47+00:00,Dolores - Remix,Dolores (Remix),single,2023-11-28 22:45:03+00:00,Por Dentro,Por Dentro,single,3,4,7,0
Kenia OS,31VFEohvhOUKrtAONEBhMG,2023-11-28 22:45:03+00:00,Por Dentro,Por Dentro,single,2023-11-28 22:45:03+00:00,Por Dentro,Por Dentro,single,0,1,1,0
Danny Ocean,5H1nN1SzW0qNeUEZvuXjAj,2020-11-27 05:01:28+00:00,Miedito o Qué? (feat. KAROL G),Miedito o Qué? (feat. KAROL G),single,2023-11-28 22:38:02+00:00,No te enamores de él,No te enamores de él,single,2,5,7,0
Myke Towers,7iK8PXO48WeuP03g8YR51W,2019-07-12 05:22:50+00:00,DOLLAR,DOLLAR,single,2023-11-28 22:32:49+00:00,LA FALDA,LVEU: VIVE LA TUYA...NO LA MIA,album,45,78,123,0
Björk,7w29UYBi0qsHi5RTcv3lmA,2022-09-15 17:50:46+00:00,Atopos,Atopos,single,2023-11-28 22:27:18+00:00,Oral,Oral,single,2,0,2,0
ROSALÍA,7ltDVBr6mKbRvohxheJ9h1,2019-01-23 02:15:07+00:00,Barefoot In The Park,Assume Form,album,2023-11-28 22:27:18+00:00,Oral,Oral,single,46,14,60,0
Kali Uchis,1U1el3k54VvEUzo3ybLPlM,2020-03-13 05:07:31+00:00,MALVADA (with Kali Uchis & KHEA),NEON16 TAPE: THE KIDS THAT GREW UP ON REGGAETON,album,2023-11-28 22:24:54+00:00,Labios Mordidos (with KAROL G),Labios Mordidos (with KAROL G),single,19,12,31,0
Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,2017-06-04 00:41:32+00:00,Attention,Attention,single,2023-11-28 06:52:41+00:00,We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,album,10,4,14,0
Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,2017-05-06 23:55:44+00:00,It Ain't Me (with Selena Gomez),It Ain't Me (with Selena Gomez),single,2023-11-28 06:52:41+00:00,We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,album,43,17,60,0
Tainy,0GM7qgcRCORpGnfcN2tCiB,2019-08-01 21:23:52+00:00,Callaita,Callaita,single,2023-11-28 06:49:51+00:00,Llori Pari,Llori Pari,single,55,22,77,0
Kris Floyd,7aG8YUI5alfF2pi0n5Cg5H,2020-03-13 16:07:34+00:00,MALOS HABITOS (with Kris Floyd),NEON16 TAPE: THE KIDS THAT GREW UP ON REGGAETON,album,2023-11-28 06:49:44+00:00,SIEMPRE TARDE,SIEMPRE TARDE,single,4,5,9,0
Kany García,69UypehHabb68utzfjAVlV,2019-08-01 21:25:09+00:00,Soy Mia,Iluminatti,album,2023-11-28 06:48:48+00:00,desde las 10 (KANY’S INTERLUDE),DATA,album,0,3,3,0
Skrillex,5he5w2lnU9x7JFhnwcekXX,2019-08-01 21:25:56+00:00,Way To Break My Heart (feat. Skrillex),No.6 Collaborations Project,album,2023-11-28 06:47:36+00:00,Don’t Go,Don’t Get Too Close,album,7,7,14,0
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,2016-11-08 22:50:04+00:00,Let Me Love You,Encore,album,2023-11-28 06:47:36+00:00,Don’t Go,Don’t Get Too Close,album,86,47,133,0
Madison Beer,2kRfqPViCqYdSGhYSM9R0Q,2019-08-01 21:23:32+00:00,Home with You,As She Pleases,album,2023-11-28 06:47:26+00:00,Dead,As She Pleases,album,35,3,38,0
EL Sougias,2uAdjqrXUQeK6QomCNY6UV,2023-11-27 20:36:29+00:00,Adore U,Adore U,single,2023-11-27 20:36:29+00:00,Adore U,Adore U,single,1,0,1,0
Snoh Aalegra,1A9o3Ljt67pFZ89YtPPL5X,2019-11-01 04:24:40+00:00,I Want You Around (feat. 6LACK) - Remix,I Want You Around (feat. 6LACK) [Remix],single,2023-11-27 04:42:09+00:00,Law Of Attraction (feat. Snoh Aalegra),We're All Alone In This Together,album,15,2,17,0
Fresco Trey,6HgEIsWCHekTTfnbOGJa3g,2020-08-21 04:09:36+00:00,Spare Me the Pain,Spare Me the Pain,single,2023-11-26 14:44:59+00:00,Got You (feat. charlieonnafriday),Detour,album,5,1,6,0
Einer Bankz,5okEmP9iOvZT9UdlODLiaR,2023-11-26 14:44:59+00:00,Got You (feat. charlieonnafriday),Detour,album,2023-11-26 14:44:59+00:00,Got You (feat. charlieonnafriday),Detour,album,0,1,1,0
charlieonnafriday,1hmTCch4tWOJmdqkf8nSRA,2022-01-14 13:42:20+00:00,On My Own,On My Own,single,2023-11-26 14:44:59+00:00,Got You (feat. charlieonnafriday),Detour,album,7,1,8,0
Quevedo,52iwsT98xCoGgiGntTiR7K,2022-07-29 01:52:46+00:00,SIN SEÑAL,SIN SEÑAL,single,2023-11-25 21:41:30+00:00,QUIZÁS SI QUIZÁS NO,QUIZÁS SI QUIZÁS NO,single,17,11,28,0
The Vamps,7gAppWoH7pcYmphCVTXkzs,2020-07-31 04:09:09+00:00,Married In Vegas,Married In Vegas,single,2023-11-25 18:45:23+00:00,Oh Cecilia (Breaking My Heart),Meet The Vamps,album,7,0,7,0
Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,2018-03-22 04:40:42+00:00,In My Blood,In My Blood,single,2023-11-25 18:45:23+00:00,Oh Cecilia (Breaking My Heart),Meet The Vamps,album,41,2,43,0
BLACKPINK,41MozSoPIsD1dJM0CLPjZF,2023-11-23 03:12:13+00:00,Hard to Love,BORN PINK,album,2023-11-23 03:12:13+00:00,Hard to Love,BORN PINK,album,1,0,1,0
d4vd,5y8tKLUfMvliMe8IKamR32,2023-04-17 12:02:10+00:00,Sleep Well,Sleep Well,single,2023-11-23 02:04:38+00:00,Don't Forget About Me,Petals to Thorns,single,13,1,14,0
The Gaslight Anthem,7If8DXZN7mlGdQkLE2FaMo,2023-11-20 21:34:29+00:00,History Books (feat. Bruce Springsteen),History Books,album,2023-11-20 21:40:08+00:00,Autumn,History Books,album,3,0,3,0
Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,2023-11-20 21:34:29+00:00,History Books (feat. Bruce Springsteen),History Books,album,2023-11-20 21:34:29+00:00,History Books (feat. Bruce Springsteen),History Books,album,0,1,1,0
3AM,1LU7BxbUvvuA4eNDdEO22D,2023-02-10 12:27:38+00:00,Emeycé,Emeycé,single,2023-11-18 18:16:43+00:00,Aquí Sigo (Remix),Aquí Sigo (Remix),single,2,0,2,0
KHEA,4m6ubhNsdwF4psNf3R8kwR,2019-08-01 21:23:59+00:00,Pa Mí - Remix,Climaxxx,album,2023-11-18 18:16:43+00:00,Aquí Sigo (Remix),Aquí Sigo (Remix),single,40,46,86,0
Aitch,2PJEagPIxaBugeMjIyKVXF,2020-05-26 00:06:58+00:00,Rain,Rain,single,2023-11-18 18:16:38+00:00,Flame On,Lost Files,album,6,2,8,0
Cordae,0huGjMyP507tBCARyzSkrv,2019-02-17 21:28:57+00:00,Kung Fu,Kung Fu,single,2023-11-18 18:16:38+00:00,Flame On,Lost Files,album,49,24,73,0
